,time,precipIntensity,precipProbability,temperature,apparentTemperature,humidity,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,precipAccumulation,ozone
1969-12-31 18:15:28,1575547200,0.0007,0.02,42.11,38.16,0.97,6.17,7.59,283.0,0.22,0.0,8.967,0.0047,292.1
1969-12-31 18:15:29,1575550800,0.0016,0.02,41.24,37.68,0.98,5.34,6.53,304.0,0.22,0.0,10.0,0.0047,291.8
1969-12-31 18:15:30,1575554400,0.0013,0.01,40.24,37.28,0.97,4.36,5.79,347.0,0.29,0.0,10.0,0.0047,291.6
1969-12-31 18:15:31,1575558000,0.0012,0.01,37.9,37.9,0.97,2.96,4.34,339.0,0.33,0.0,10.0,0.0047,291.5
1969-12-31 18:15:32,1575561600,0.0002,0.02,39.81,37.35,0.97,3.73,4.69,68.0,0.26,0.0,10.0,0.0047,291.4
1969-12-31 18:15:33,1575565200,0.0003,0.02,43.13,39.92,0.97,5.32,6.79,90.0,0.27,1.0,10.0,0.0047,291.3
1969-12-31 18:15:34,1575568800,0.0003,0.03,45.5,41.73,0.94,7.07,8.39,98.0,0.43,2.0,10.0,0.0047,293.3
1969-12-31 18:15:35,1575572400,0.0002,0.04,46.64,42.99,0.92,7.32,9.31,96.0,0.5,3.0,10.0,0.0047,292.7
1969-12-31 18:15:36,1575576000,0.0,0.0,48.14,44.96,0.89,6.96,9.45,89.0,0.58,3.0,10.0,0.0047,291.5
1969-12-31 18:15:37,1575579600,0.0,0.0,48.67,45.62,0.88,6.92,9.73,95.0,0.58,2.0,10.0,0.0047,290.8
1969-12-31 18:15:38,1575583200,0.0,0.0,49.87,47.32,0.83,6.38,9.17,96.0,0.65,1.0,10.0,0.0047,291.1
1969-12-31 18:15:39,1575586800,0.0,0.0,48.18,45.48,0.89,6.04,8.96,99.0,0.62,1.0,10.0,0.0047,291.6
1969-12-31 18:15:40,1575590400,0.0,0.0,48.17,45.88,0.84,5.31,7.65,97.0,0.52,0.0,10.0,0.0047,291.1
1969-12-31 18:15:41,1575594000,0.0,0.0,47.28,44.77,0.86,5.4,8.72,95.0,0.71,0.0,10.0,0.0047,291.0
1969-12-31 18:15:42,1575597600,0.001,0.02,46.16,43.17,0.91,5.87,10.35,85.0,0.55,0.0,10.0,0.0047,290.6
1969-12-31 18:15:43,1575601200,0.0,0.0,44.64,40.85,0.92,6.76,12.09,78.0,0.61,0.0,10.0,0.0047,290.4
1969-12-31 18:15:44,1575604800,0.0015,0.02,44.55,40.43,0.93,7.38,13.56,76.0,0.56,0.0,10.0,0.0047,290.0
1969-12-31 18:15:45,1575608400,0.0,0.0,45.05,40.76,0.91,7.95,14.43,78.0,0.75,0.0,10.0,0.0047,289.5
1969-12-31 18:15:46,1575612000,0.0,0.0,45.38,41.03,0.91,8.24,15.07,80.0,0.83,0.0,10.0,0.0047,292.7
1969-12-31 18:15:47,1575615600,0.0,0.0,45.03,40.74,0.93,7.95,15.04,87.0,0.81,0.0,10.0,0.0047,292.7
1969-12-31 18:15:48,1575619200,0.001,0.02,45.12,40.98,0.93,7.66,15.03,89.0,0.73,0.0,10.0,0.0047,292.4
1969-12-31 18:15:49,1575622800,0.0011,0.03,44.75,40.71,0.94,7.3,14.46,86.0,0.72,0.0,10.0,0.0047,292.3
1969-12-31 18:15:50,1575626400,0.0008,0.02,44.31,40.32,0.95,7.02,13.45,89.0,0.62,0.0,10.0,0.0047,293.0
1969-12-31 18:15:51,1575630000,0.0003,0.02,44.09,39.97,0.94,7.18,13.73,86.0,0.64,0.0,10.0,0.0047,293.9
1969-12-31 18:15:52,1575633600,0.0,0.0,43.51,39.76,0.92,6.3,10.45,82.0,0.49,0.0,10.0,0.0047,294.4
1969-12-31 18:15:53,1575637200,0.0,0.0,43.41,39.3,0.92,6.91,11.11,85.0,0.4,0.0,10.0,0.0047,291.3
1969-12-31 18:15:54,1575640800,0.0,0.0,42.42,37.81,0.92,7.47,12.45,88.0,0.32,0.0,10.0,0.0047,290.0
1969-12-31 18:15:55,1575644400,0.0014,0.03,41.13,36.16,0.93,7.61,13.67,87.0,0.28,0.0,10.0,0.0047,289.1
1969-12-31 18:15:56,1575648000,0.0,0.0,42.41,37.31,0.93,8.43,14.47,90.0,0.29,0.0,10.0,0.0047,288.8
1969-12-31 18:15:57,1575651600,0.0009,0.02,45.11,39.89,0.89,10.23,17.44,94.0,0.35,1.0,10.0,0.0047,288.9
1969-12-31 18:15:58,1575655200,0.0,0.0,47.11,42.2,0.86,10.74,17.93,94.0,0.36,2.0,10.0,0.0047,288.7
1969-12-31 18:15:59,1575658800,0.0,0.0,49.64,45.26,0.79,11.01,18.11,95.0,0.4,3.0,10.0,0.0047,290.6
1969-12-31 18:16:00,1575662400,0.0,0.0,51.43,51.43,0.77,10.44,15.9,101.0,0.45,3.0,10.0,0.0047,288.8
1969-12-31 18:16:01,1575666000,0.0009,0.04,50.44,50.44,0.83,9.34,14.31,108.0,0.69,2.0,10.0,0.0047,287.3
1969-12-31 18:16:02,1575669600,0.0022,0.04,50.63,50.63,0.83,9.04,13.96,107.0,0.72,1.0,10.0,0.0047,286.4
1969-12-31 18:16:03,1575673200,0.0026,0.06,50.89,50.89,0.84,8.41,12.62,110.0,0.71,1.0,10.0,0.0047,286.0
1969-12-31 18:16:04,1575676800,0.0031,0.05,50.02,50.02,0.85,6.94,10.3,117.0,0.71,0.0,10.0,0.0047,286.2
1969-12-31 18:16:05,1575680400,0.0031,0.08,48.51,45.56,0.92,6.67,9.3,98.0,0.66,0.0,10.0,0.0047,285.3
1969-12-31 18:16:06,1575684000,0.0044,0.12,48.02,45.76,0.93,5.21,7.18,72.0,0.48,0.0,10.0,0.0047,288.0
1969-12-31 18:16:07,1575687600,0.0063,0.21,47.58,46.24,0.96,3.78,6.71,100.0,0.4,0.0,10.0,0.0047,289.6
1969-12-31 18:16:08,1575691200,0.0061,0.23,47.51,46.79,0.98,3.07,5.46,81.0,0.4,0.0,10.0,0.0047,289.1
1969-12-31 18:16:09,1575694800,0.0031,0.19,47.44,46.05,1.0,3.83,6.87,135.0,0.37,0.0,10.0,0.0047,287.6
1969-12-31 18:16:10,1575698400,0.0007,0.1,47.02,45.75,1.0,3.61,5.78,174.0,0.51,0.0,10.0,0.0047,287.3
1969-12-31 18:16:11,1575702000,0.0012,0.12,47.12,45.54,1.0,4.0,6.01,133.0,0.5,0.0,10.0,0.0047,286.3
1969-12-31 18:16:12,1575705600,0.0012,0.12,47.44,45.84,1.0,4.1,6.5,134.0,0.54,0.0,9.889,0.0047,285.3
1969-12-31 18:16:13,1575709200,0.0034,0.18,46.64,45.41,1.0,3.49,6.23,141.0,0.6,0.0,10.0,0.0047,285.0
1969-12-31 18:16:14,1575712800,0.0031,0.15,46.9,46.9,1.0,2.98,6.32,145.0,0.61,0.0,10.0,0.0047,286.2
1969-12-31 18:16:15,1575716400,0.0033,0.17,47.4,46.41,1.0,3.34,6.72,164.0,0.67,0.0,10.0,0.0047,288.1
1969-12-31 18:16:16,1575720000,0.0045,0.15,47.37,46.41,1.0,3.31,5.95,207.0,0.71,0.0,9.681,0.0047,289.7
1969-12-31 18:16:17,1575723600,0.0034,0.14,47.53,46.46,1.0,3.46,6.73,222.0,0.73,0.0,7.654,0.0047,290.8
1969-12-31 18:16:18,1575727200,0.0024,0.14,47.43,45.54,1.0,4.49,7.58,208.0,0.81,0.0,6.804,0.0047,290.9
1969-12-31 18:16:19,1575730800,0.0013,0.12,46.7,45.45,1.0,3.53,7.42,219.0,0.81,0.0,10.0,0.0047,290.5
1969-12-31 18:16:20,1575734400,0.0013,0.15,47.34,45.71,1.0,4.12,8.34,216.0,0.75,0.0,9.999,0.0047,289.8
1969-12-31 18:16:21,1575738000,0.0014,0.14,49.39,47.66,1.0,4.73,9.15,200.0,0.73,1.0,9.308,0.0047,288.7
1969-12-31 18:16:22,1575741600,0.0018,0.13,52.27,52.27,1.0,5.16,8.57,201.0,0.72,2.0,10.0,0.0047,288.1
1969-12-31 18:16:23,1575745200,0.0036,0.2,54.43,54.43,0.98,6.19,11.78,198.0,0.84,2.0,7.315,0.0047,287.2
1969-12-31 18:16:24,1575748800,0.0049,0.28,55.86,55.86,0.93,7.76,14.34,202.0,0.83,2.0,7.549,0.0047,288.4
1969-12-31 18:16:25,1575752400,0.0069,0.35,54.46,54.46,0.99,8.71,15.96,215.0,0.69,2.0,7.554,0.0047,289.4
1969-12-31 18:16:26,1575756000,0.0053,0.33,54.35,54.35,1.0,8.86,15.33,220.0,0.7,1.0,8.555,0.0047,289.7
1969-12-31 18:16:27,1575759600,0.0046,0.3,54.2,54.2,0.99,8.67,14.41,219.0,0.83,1.0,9.477,0.0047,289.8
1969-12-31 18:16:28,1575763200,0.004,0.26,53.76,53.76,1.0,8.42,13.84,215.0,0.74,0.0,9.561,0.0047,290.2
1969-12-31 18:16:29,1575766800,0.0022,0.18,52.92,52.92,1.0,7.79,13.9,228.0,0.99,0.0,8.446,0.0047,289.1
1969-12-31 18:16:30,1575770400,0.0021,0.18,52.24,52.24,1.0,7.39,13.07,237.0,0.92,0.0,7.288,0.0047,289.7
1969-12-31 18:16:31,1575774000,0.0037,0.24,51.3,51.3,1.0,6.97,13.97,232.0,0.86,0.0,6.878,0.0047,290.3
1969-12-31 18:16:32,1575777600,0.0044,0.27,50.87,50.87,1.0,7.31,14.27,232.0,0.79,0.0,5.886,0.0047,290.9
1969-12-31 18:16:33,1575781200,0.0117,0.36,50.71,50.71,1.0,7.67,16.17,232.0,0.99,0.0,3.38,0.0047,291.6
1969-12-31 18:16:34,1575784800,0.0112,0.3,50.06,50.06,1.0,8.3,14.78,233.0,0.87,0.0,4.12,0.0047,293.6
1969-12-31 18:16:35,1575788400,0.012,0.32,49.84,46.45,1.0,8.32,14.81,236.0,0.89,0.0,3.885,0.0047,295.2
1969-12-31 18:16:36,1575792000,0.016,0.35,49.63,46.24,1.0,8.19,15.02,243.0,0.96,0.0,3.496,0.0047,296.9
1969-12-31 18:16:37,1575795600,0.0061,0.26,48.88,45.84,1.0,7.0,14.44,240.0,0.96,0.0,4.474,0.0047,298.1
1969-12-31 18:16:38,1575799200,0.0072,0.27,48.93,45.73,1.0,7.39,13.51,247.0,0.84,0.0,4.124,0.0047,298.4
1969-12-31 18:16:39,1575802800,0.0193,0.34,48.73,45.23,1.0,7.98,13.38,248.0,0.83,0.0,2.933,0.0047,298.5
1969-12-31 18:16:40,1575806400,0.0145,0.28,48.2,44.77,1.0,7.55,11.2,246.0,0.76,0.0,2.614,0.0047,298.2
1969-12-31 18:16:41,1575810000,0.0104,0.23,48.18,44.4,0.99,8.35,13.41,244.0,0.85,0.0,5.767,0.0047,298.9
1969-12-31 18:16:42,1575813600,0.0042,0.2,47.71,43.76,1.0,8.51,15.29,262.0,0.88,0.0,6.041,0.0047,299.9
1969-12-31 18:16:43,1575817200,0.0046,0.25,47.07,43.02,1.0,8.42,15.99,246.0,0.76,0.0,8.176,0.0047,300.7
1969-12-31 18:16:44,1575820800,0.0086,0.33,47.68,43.83,1.0,8.28,16.78,246.0,0.75,0.0,7.629,0.0047,300.9
1969-12-31 18:16:45,1575824400,0.0572,0.39,48.72,44.68,1.0,9.37,15.9,234.0,0.75,1.0,6.138,0.0047,300.8
1969-12-31 18:16:46,1575828000,0.0104,0.37,50.45,50.45,0.96,9.16,14.48,235.0,0.81,2.0,4.978,0.0047,300.4
1969-12-31 18:16:47,1575831600,0.0386,0.49,50.8,50.8,0.95,8.51,12.56,209.0,0.79,2.0,3.369,0.0047,301.5
1969-12-31 18:16:48,1575835200,0.0537,0.52,51.17,51.17,0.91,7.93,12.98,313.0,0.77,2.0,4.394,0.0047,303.1
1969-12-31 18:16:49,1575838800,0.0332,0.5,49.84,45.83,0.91,10.02,17.51,286.0,0.61,2.0,6.996,0.0047,304.9
1969-12-31 18:16:50,1575842400,0.0124,0.36,50.64,50.64,0.87,9.64,16.13,271.0,0.53,1.0,7.937,0.0047,307.1
1969-12-31 18:16:51,1575846000,0.0104,0.34,49.8,45.78,0.85,10.02,16.92,295.0,0.44,1.0,10.0,0.0047,309.4
1969-12-31 18:16:52,1575849600,0.0087,0.2,48.9,44.99,0.85,9.12,15.59,293.0,0.36,0.0,10.0,0.0047,311.2
1969-12-31 18:16:53,1575853200,0.0068,0.18,47.87,43.83,0.88,8.82,14.23,291.0,0.43,0.0,10.0,0.0047,306.7
1969-12-31 18:16:54,1575856800,0.0077,0.23,46.01,40.93,0.93,10.43,16.04,300.0,0.49,0.0,9.278,0.0047,308.0
1969-12-31 18:16:55,1575860400,0.005,0.21,44.56,39.78,0.95,8.81,15.51,288.0,0.51,0.0,10.0,0.0047,308.6
1969-12-31 18:16:56,1575864000,0.0034,0.17,43.99,39.16,0.94,8.63,14.13,293.0,0.43,0.0,10.0,0.0047,307.5
1969-12-31 18:16:57,1575867600,0.0029,0.13,43.43,38.4,0.95,8.81,14.13,302.0,0.41,0.0,10.0,0.0047,305.6
1969-12-31 18:16:58,1575871200,0.0023,0.11,42.91,37.0,0.96,10.64,15.92,308.0,0.43,0.0,9.165,0.0047,311.4
1969-12-31 18:16:59,1575874800,0.0017,0.11,43.24,36.98,0.95,11.81,17.34,306.0,0.4,0.0,7.252,0.0047,313.6
1969-12-31 18:17:00,1575878400,0.0011,0.09,43.36,36.75,0.95,12.95,19.87,312.0,0.37,0.0,7.154,0.0047,316.1
1969-12-31 18:17:01,1575882000,0.0023,0.1,42.84,36.14,0.97,12.8,21.04,314.0,0.41,0.0,6.416,0.0047,317.4
1969-12-31 18:17:02,1575885600,0.0032,0.11,43.03,36.74,0.99,11.75,18.88,316.0,0.38,0.0,7.39,0.0047,316.7
1969-12-31 18:17:03,1575889200,0.003,0.1,42.76,36.56,0.96,11.31,18.24,316.0,0.49,0.0,6.725,0.0047,314.8
1969-12-31 18:17:04,1575892800,0.002,0.08,42.76,36.56,0.96,11.32,16.39,317.0,0.41,0.0,6.486,0.0047,314.9
1969-12-31 18:17:05,1575896400,0.0004,0.03,42.29,36.21,0.93,10.68,15.12,318.0,0.31,0.0,10.0,0.0047,312.9
1969-12-31 18:17:06,1575900000,0.0013,0.03,41.13,35.42,0.98,9.15,13.34,316.0,0.32,0.0,10.0,0.0047,310.5
1969-12-31 18:17:07,1575903600,0.002,0.03,40.41,35.3,0.94,7.59,11.73,315.0,0.35,0.0,9.854,0.0047,308.3
1969-12-31 18:17:08,1575907200,0.0013,0.03,41.37,36.49,0.97,7.55,11.48,316.0,0.26,0.0,10.0,0.0047,306.8
1969-12-31 18:17:09,1575910800,0.0021,0.03,45.05,41.21,0.85,7.02,10.71,316.0,0.26,1.0,10.0,0.0047,305.5
1969-12-31 18:17:10,1575914400,0.002,0.05,48.26,45.16,0.79,6.87,9.64,315.0,0.2,2.0,10.0,0.0047,306.6
1969-12-31 18:17:11,1575918000,0.0012,0.06,50.54,50.54,0.73,7.57,11.07,318.0,0.2,3.0,10.0,0.0047,305.5
1969-12-31 18:17:12,1575921600,0.0032,0.06,51.96,51.96,0.68,9.06,13.06,309.0,0.3,3.0,10.0,0.0047,304.1
1969-12-31 18:17:13,1575925200,0.0,0.0,50.72,50.72,0.73,9.24,13.88,308.0,0.3,2.0,10.0,0.0047,303.0
1969-12-31 18:17:14,1575928800,0.0004,0.05,50.05,50.05,0.75,10.84,16.45,311.0,0.38,1.0,10.0,0.0047,302.2
1969-12-31 18:17:15,1575932400,0.002,0.05,48.93,44.24,0.77,11.46,17.18,312.0,0.34,1.0,10.0,0.0047,301.7
1969-12-31 18:17:16,1575936000,0.0012,0.04,48.2,43.86,0.77,9.85,14.6,311.0,0.25,0.0,10.0,0.0047,296.6
1969-12-31 18:17:17,1575939600,0.0,0.0,46.41,41.75,0.77,9.57,13.48,313.0,0.22,0.0,10.0,0.0047,294.4
1969-12-31 18:17:18,1575943200,0.0006,0.02,44.93,40.81,0.8,7.54,8.98,320.0,0.2,0.0,10.0,0.0047,292.3
1969-12-31 18:17:19,1575946800,0.0018,0.02,42.95,39.46,0.85,5.69,8.47,328.0,0.16,0.0,10.0,0.0047,290.5
1969-12-31 18:17:20,1575950400,0.0,0.0,41.92,38.47,0.88,5.37,8.16,342.0,0.15,0.0,10.0,0.0047,289.7
1969-12-31 18:17:21,1575954000,0.0,0.0,41.58,37.97,0.83,5.51,7.87,348.0,0.14,0.0,10.0,0.0047,289.1
1969-12-31 18:17:22,1575957600,0.0,0.0,40.26,36.68,0.85,5.13,6.11,348.0,0.03,0.0,10.0,0.0047,287.8
1969-12-31 18:17:23,1575961200,0.0,0.0,40.21,36.57,0.82,5.2,6.47,358.0,0.03,0.0,10.0,0.0047,286.5
1969-12-31 18:17:24,1575964800,0.0007,0.01,40.26,36.86,0.82,4.89,6.46,16.0,0.03,0.0,10.0,0.0047,285.1
1969-12-31 18:17:25,1575968400,0.0013,0.01,39.27,35.96,0.8,4.57,6.67,39.0,0.03,0.0,10.0,0.0047,284.2
1969-12-31 18:17:26,1575972000,0.002,0.01,39.4,36.11,0.74,4.57,6.56,33.0,0.05,0.0,10.0,0.0047,284.3
1969-12-31 18:17:27,1575975600,0.0,0.0,37.94,34.35,0.75,4.65,6.48,38.0,0.06,0.0,10.0,0.0047,284.8
1969-12-31 18:17:28,1575979200,0.0,0.0,37.51,34.55,0.76,3.89,5.52,37.0,0.14,0.0,10.0,0.0047,288.7
1969-12-31 18:17:29,1575982800,0.0,0.0,37.56,34.88,0.75,3.64,5.11,31.0,0.17,0.0,10.0,0.0047,289.4
1969-12-31 18:17:30,1575986400,0.0003,0.01,35.33,32.19,0.79,3.74,5.21,34.0,0.18,0.0,10.0,0.0047,289.8
1969-12-31 18:17:31,1575990000,0.0009,0.01,36.28,32.79,0.75,4.23,5.57,40.0,0.2,0.0,10.0,0.0047,289.9
1969-12-31 18:17:32,1575993600,0.0007,0.02,38.66,35.46,0.75,4.33,6.16,57.0,0.23,0.0,10.0,0.0047,289.5
1969-12-31 18:17:33,1575997200,0.001,0.02,43.95,41.78,0.67,4.12,6.0,79.0,0.34,1.0,10.0,0.0047,289.0
1969-12-31 18:17:34,1576000800,0.0015,0.02,47.61,46.12,0.61,3.99,5.82,95.0,0.37,2.0,10.0,0.0047,288.8
1969-12-31 18:17:35,1576004400,0.0,0.0,50.3,50.3,0.58,4.82,7.71,97.0,0.44,3.0,10.0,0.0047,288.4
1969-12-31 18:17:36,1576008000,0.0006,0.02,52.37,52.37,0.53,4.84,7.82,102.0,0.66,3.0,10.0,0.0047,289.2
1969-12-31 18:17:37,1576011600,0.0012,0.04,52.13,52.13,0.56,4.38,6.81,108.0,0.62,2.0,10.0,0.0047,290.2
1969-12-31 18:17:38,1576015200,0.0005,0.04,53.4,53.4,0.55,4.08,6.01,120.0,0.56,1.0,10.0,0.0047,291.7
1969-12-31 18:17:39,1576018800,0.0017,0.04,52.71,52.71,0.54,3.28,5.6,136.0,0.58,1.0,10.0,0.0047,293.7
1969-12-31 18:17:40,1576022400,0.0004,0.02,51.83,51.83,0.57,2.35,4.2,110.0,0.55,0.0,10.0,0.0047,295.6
1969-12-31 18:17:41,1576026000,0.0,0.0,49.28,49.28,0.63,2.71,4.08,106.0,0.35,0.0,10.0,0.0047,290.3
1969-12-31 18:17:42,1576029600,0.0,0.0,46.32,44.94,0.71,3.61,4.77,47.0,0.23,0.0,10.0,0.0047,293.3
1969-12-31 18:17:43,1576033200,0.0018,0.02,43.96,42.42,0.7,3.41,4.87,359.0,0.18,0.0,10.0,0.0047,295.5
1969-12-31 18:17:44,1576036800,0.0,0.0,42.79,40.9,0.7,3.6,4.8,338.0,0.16,0.0,10.0,0.0047,295.2
1969-12-31 18:17:45,1576040400,0.0015,0.01,42.24,39.99,0.71,3.91,5.19,326.0,0.15,0.0,10.0,0.0047,294.1
1969-12-31 18:17:46,1576044000,0.001,0.01,40.94,38.38,0.7,4.02,5.56,296.0,0.14,0.0,10.0,0.0047,294.7
1969-12-31 18:17:47,1576047600,0.0007,0.01,41.02,38.09,0.72,4.47,5.69,291.0,0.25,0.0,10.0,0.0047,301.4
1969-12-31 18:17:48,1576051200,0.0,0.0,41.22,37.42,0.74,5.67,6.75,317.0,0.41,0.0,10.0,0.0047,307.5
1969-12-31 18:17:49,1576054800,0.0,0.0,41.11,37.16,0.69,5.87,8.64,299.0,0.61,0.0,10.0,0.0047,311.0
1969-12-31 18:17:50,1576058400,0.001,0.01,40.38,35.83,0.71,6.6,8.77,296.0,0.39,0.0,10.0,0.0047,309.7
1969-12-31 18:17:51,1576062000,0.0,0.0,40.16,35.09,0.71,7.42,9.86,303.0,0.29,0.0,10.0,0.0047,305.8
1969-12-31 18:17:52,1576065600,0.0,0.0,39.92,33.7,0.71,9.66,12.62,301.0,0.13,0.0,10.0,0.0047,302.6
1969-12-31 18:17:53,1576069200,0.0,0.0,39.15,32.82,0.75,9.49,12.7,297.0,0.12,0.0,10.0,0.0047,299.4
1969-12-31 18:17:54,1576072800,0.0009,0.01,38.08,31.79,0.76,8.89,11.53,308.0,0.26,0.0,10.0,0.0047,296.1
1969-12-31 18:17:55,1576076400,0.0,0.0,38.96,33.15,0.72,8.34,12.07,301.0,0.16,0.0,10.0,0.0047,293.1
1969-12-31 18:17:56,1576080000,0.002,0.01,42.68,37.13,0.63,9.57,14.35,303.0,0.11,0.0,10.0,0.0047,291.2
1969-12-31 18:17:57,1576083600,0.0,0.0,47.62,43.09,0.57,9.99,15.07,306.0,0.06,1.0,10.0,0.0047,289.6
1969-12-31 18:17:58,1576087200,0.0,0.0,51.66,51.66,0.45,9.41,14.73,314.0,0.06,2.0,10.0,0.0047,288.2
1969-12-31 18:17:59,1576090800,0.0,0.0,54.67,54.67,0.41,9.9,15.91,312.0,0.14,3.0,10.0,0.0047,285.6
1969-12-31 18:18:00,1576094400,0.0,0.0,56.86,56.86,0.38,10.81,17.12,312.0,0.27,3.0,10.0,0.0047,282.6
1969-12-31 18:18:01,1576098000,0.0007,0.01,55.77,55.77,0.45,10.14,18.53,312.0,0.35,2.0,10.0,0.0047,280.4
1969-12-31 18:18:02,1576101600,0.0007,0.02,55.79,55.79,0.46,10.09,17.74,307.0,0.39,2.0,10.0,0.0047,279.4
1969-12-31 18:18:03,1576105200,0.0,0.0,54.65,54.65,0.47,11.15,18.19,305.0,0.39,1.0,10.0,0.0047,279.2
1969-12-31 18:18:04,1576108800,0.0,0.0,52.95,52.95,0.48,10.46,16.58,307.0,0.31,0.0,10.0,0.0047,279.1
1969-12-31 18:18:05,1576112400,0.0,0.0,50.76,50.76,0.51,10.17,14.76,305.0,0.45,0.0,10.0,0.0047,279.2
1969-12-31 18:18:06,1576116000,0.0,0.0,49.3,45.18,0.52,9.97,14.83,305.0,0.53,0.0,10.0,0.0047,279.5
1969-12-31 18:18:07,1576119600,0.0009,0.01,48.34,43.98,0.54,10.02,15.14,309.0,0.6,0.0,10.0,0.0047,279.3
1969-12-31 18:18:08,1576123200,0.0019,0.02,47.9,43.29,0.57,10.43,15.61,306.0,0.61,0.0,10.0,0.0047,278.2
1969-12-31 18:18:09,1576126800,0.0015,0.01,47.95,43.28,0.6,10.63,15.9,307.0,0.61,0.0,10.0,0.0047,276.8
1969-12-31 18:18:10,1576130400,0.0007,0.01,48.0,43.42,0.63,10.4,14.95,301.0,0.63,0.0,10.0,0.0047,274.3
1969-12-31 18:18:11,1576134000,0.0,0.0,47.98,43.21,0.67,10.96,15.22,302.0,0.63,0.0,10.0,0.0047,273.0
1969-12-31 18:18:12,1576137600,0.0003,0.01,47.95,43.39,0.65,10.3,14.99,303.0,0.66,0.0,10.0,0.0047,271.8
1969-12-31 18:18:13,1576141200,0.0016,0.01,46.4,41.45,0.67,10.34,16.07,304.0,0.69,0.0,10.0,0.0047,270.9
1969-12-31 18:18:14,1576144800,0.0,0.0,45.29,39.88,0.7,10.86,16.42,304.0,0.61,0.0,10.0,0.0047,270.3
1969-12-31 18:18:15,1576148400,0.0,0.0,45.98,40.53,0.7,11.5,16.22,298.0,0.57,0.0,10.0,0.0047,270.0
1969-12-31 18:18:16,1576152000,0.0011,0.02,45.67,39.88,0.73,12.29,16.27,303.0,0.59,0.0,10.0,0.0047,269.7
1969-12-31 18:18:17,1576155600,0.0,0.0,46.19,40.52,0.75,12.33,16.62,302.0,0.66,0.0,10.0,0.0047,270.2
1969-12-31 18:18:18,1576159200,0.0,0.0,45.83,40.09,0.77,12.27,17.33,303.0,0.58,0.0,10.0,0.0047,270.6
1969-12-31 18:18:19,1576162800,0.0013,0.02,45.86,40.43,0.78,11.35,16.77,308.0,0.6,0.0,10.0,0.0047,270.9
1969-12-31 18:18:20,1576166400,0.0,0.0,48.0,43.1,0.76,11.38,17.15,304.0,0.53,0.0,10.0,0.0047,271.2
1969-12-31 18:18:21,1576170000,0.0,0.0,51.3,51.3,0.69,12.19,21.02,308.0,0.52,1.0,10.0,0.0047,271.5
1969-12-31 18:18:22,1576173600,0.0002,0.02,54.91,54.91,0.63,13.04,22.94,308.0,0.54,2.0,10.0,0.0047,267.7
1969-12-31 18:18:23,1576177200,0.0005,0.02,57.5,57.5,0.58,13.36,23.03,307.0,0.43,3.0,10.0,0.0047,266.4
1969-12-31 18:18:24,1576180800,0.0013,0.02,59.78,59.78,0.56,13.08,21.92,302.0,0.58,3.0,10.0,0.0047,265.2
1969-12-31 18:18:25,1576184400,0.0,0.0,59.82,59.82,0.58,11.94,21.47,307.0,0.38,3.0,10.0,0.0047,264.3
1969-12-31 18:18:26,1576188000,0.0,0.0,59.8,59.8,0.6,12.26,21.64,308.0,0.32,2.0,10.0,0.0047,264.6
1969-12-31 18:18:27,1576191600,0.0,0.0,58.52,58.52,0.62,12.99,21.54,305.0,0.28,1.0,10.0,0.0047,265.4
1969-12-31 18:18:28,1576195200,0.0,0.0,57.44,57.44,0.62,12.17,19.89,302.0,0.24,0.0,10.0,0.0047,266.9
1969-12-31 18:18:29,1576198800,0.0,0.0,55.38,55.38,0.68,13.26,20.97,308.0,0.26,0.0,10.0,0.0047,266.8
1969-12-31 18:18:30,1576202400,0.0016,0.02,53.36,53.36,0.74,12.96,20.71,305.0,0.22,0.0,10.0,0.0047,266.2
1969-12-31 18:18:31,1576206000,0.0003,0.02,51.83,51.83,0.77,12.75,21.39,310.0,0.23,0.0,10.0,0.0047,265.4
1969-12-31 18:18:32,1576209600,0.0013,0.02,51.28,51.28,0.78,12.05,19.52,307.0,0.22,0.0,10.0,0.0047,264.7
1969-12-31 18:18:33,1576213200,0.0,0.0,50.88,50.88,0.8,11.38,17.82,306.0,0.18,0.0,10.0,0.0047,263.8
1969-12-31 18:18:34,1576216800,0.0,0.0,51.41,51.41,0.8,11.28,16.09,308.0,0.1,0.0,10.0,0.0047,262.9
1969-12-31 18:18:35,1576220400,0.0,0.0,51.29,51.29,0.81,10.89,16.19,307.0,0.08,0.0,10.0,0.0047,262.2
1969-12-31 18:18:36,1576224000,0.0014,0.01,50.86,50.86,0.82,10.67,15.8,309.0,0.08,0.0,10.0,0.0047,261.4
1969-12-31 18:18:37,1576227600,0.0,0.0,49.2,44.94,0.84,10.3,15.87,305.0,0.08,0.0,10.0,0.0047,260.9
1969-12-31 18:18:38,1576231200,0.0,0.0,49.02,44.96,0.8,9.59,13.88,302.0,0.08,0.0,10.0,0.0047,260.9
1969-12-31 18:18:39,1576234800,0.0014,0.02,48.66,44.51,0.79,9.63,13.33,304.0,0.09,0.0,10.0,0.0047,261.1
1969-12-31 18:18:40,1576238400,0.0,0.0,47.9,43.36,0.81,10.21,13.85,310.0,0.08,0.0,10.0,0.0047,260.4
1969-12-31 18:18:41,1576242000,0.0,0.0,47.56,43.13,0.8,9.69,13.47,307.0,0.08,0.0,10.0,0.0047,259.6
