,time,precipIntensity,precipProbability,temperature,apparentTemperature,humidity,windSpeed,windGust,windBearing,uvIndex,visibility,pressure,cloudCover
1969-12-31 16:03:51,1547074800,0.0257,0.85,51.14,51.14,0.93,4.11,16.2,190.0,0.0,9.997,,
1969-12-31 16:03:52,1547078400,0.0121,0.85,51.62,51.62,0.95,4.37,9.8,128.0,0.0,9.997,,
1969-12-31 16:03:53,1547082000,0.0012,0.1,50.73,50.73,0.97,1.21,8.46,131.0,0.0,9.997,,
1969-12-31 16:03:54,1547085600,0.0125,0.65,50.07,50.07,0.99,1.71,7.14,112.0,0.0,9.997,,
1969-12-31 16:03:55,1547089200,0.0022,0.05,49.59,49.59,0.99,1.28,6.63,247.0,0.0,9.997,,
1969-12-31 16:03:56,1547092800,0.021,0.75,49.36,49.36,1.0,1.87,6.86,258.0,0.0,7.002,,
1969-12-31 16:03:57,1547096400,0.0031,0.15,48.85,48.85,1.0,1.9,7.27,269.0,0.0,7.002,,
1969-12-31 16:03:58,1547100000,0.0,0.0,48.56,48.56,1.0,2.46,4.2,332.0,0.0,9.997,,
1969-12-31 16:03:59,1547103600,0.0,0.0,47.39,47.39,0.98,2.22,5.57,308.0,0.0,9.997,,
1969-12-31 16:04:00,1547107200,0.0,0.0,46.07,46.07,0.97,2.66,6.44,282.0,0.0,9.997,,
1969-12-31 16:04:01,1547110800,0.0005,0.05,45.66,45.66,0.97,2.02,5.16,27.0,0.0,9.997,,
1969-12-31 16:04:02,1547114400,0.0,0.0,45.71,45.71,1.0,1.47,4.38,193.0,0.0,9.997,,
1969-12-31 16:04:03,1547118000,0.0,0.0,45.88,45.88,1.0,1.72,6.57,30.0,0.0,9.997,,
1969-12-31 16:04:04,1547121600,0.0,0.0,45.71,45.71,0.98,1.59,7.35,51.0,0.0,9.997,,
1969-12-31 16:04:05,1547125200,0.0016,0.15,45.66,45.66,1.0,1.8,5.69,109.0,0.0,9.997,,
1969-12-31 16:04:06,1547128800,0.0,0.0,45.7,45.7,0.98,0.96,6.54,97.0,0.0,7.002,,
1969-12-31 16:04:07,1547132400,0.006,0.6,45.57,45.57,1.0,2.19,6.27,61.0,0.0,0.5,,
1969-12-31 16:04:08,1547136000,0.0,0.0,45.08,45.08,0.99,1.42,6.63,108.0,0.0,0.752,,
1969-12-31 16:04:09,1547139600,0.0,0.0,46.13,46.13,1.0,2.46,10.08,117.0,0.0,9.997,,
1969-12-31 16:04:10,1547143200,0.0,0.0,47.48,46.67,0.96,3.16,9.88,118.0,0.0,9.997,,
1969-12-31 16:04:11,1547146800,0.0,0.0,49.44,49.44,0.93,2.02,7.99,135.0,0.0,9.997,,
1969-12-31 16:04:12,1547150400,0.0,0.0,51.53,51.53,0.87,2.41,9.16,129.0,0.0,9.997,,
1969-12-31 16:04:13,1547154000,0.0,0.0,52.11,52.11,0.84,3.0,10.09,120.0,0.0,9.997,,
1969-12-31 16:04:14,1547157600,0.0,0.0,54.44,54.44,0.8,3.09,9.83,135.0,0.0,9.997,,
1969-12-31 16:04:15,1547161200,0.0,0.0,52.18,52.18,0.87,2.4,8.08,164.0,0.0,9.997,,
1969-12-31 16:04:16,1547164800,0.0,0.0,51.31,51.31,0.88,1.63,7.21,149.0,0.0,9.997,,
1969-12-31 16:04:17,1547168400,0.0,0.0,51.41,51.41,0.9,2.71,6.68,154.0,0.0,9.997,,
1969-12-31 16:04:18,1547172000,0.0,0.0,49.15,48.54,0.96,3.19,6.35,125.0,0.0,5.0,,
1969-12-31 16:04:19,1547175600,0.0,0.0,46.29,45.48,0.98,3.0,6.28,276.0,0.0,0.25,,
1969-12-31 16:04:20,1547179200,0.0,0.0,45.71,45.71,0.98,2.79,6.47,82.0,0.0,0.25,,
1969-12-31 16:04:21,1547182800,0.0,0.0,43.97,43.97,0.94,2.48,7.67,120.0,0.0,0.5,,
1969-12-31 16:04:22,1547186400,0.0,0.0,43.76,43.76,0.94,2.25,5.32,125.0,0.0,0.25,,
1969-12-31 16:04:23,1547190000,0.0,0.0,43.28,43.28,0.95,1.54,6.57,118.0,0.0,0.25,,
1969-12-31 16:04:24,1547193600,0.0,0.0,43.67,43.67,0.97,1.52,6.25,202.0,0.0,0.25,,
1969-12-31 16:04:25,1547197200,0.0006,0.06,42.78,42.78,0.97,1.49,6.01,125.0,0.0,0.25,,
1969-12-31 16:04:26,1547200800,0.0,0.0,42.96,42.96,0.88,1.97,5.61,135.0,0.0,0.25,,
1969-12-31 16:04:27,1547204400,0.0,0.0,42.76,42.76,0.93,2.12,5.5,138.0,0.0,0.25,,
1969-12-31 16:04:28,1547208000,0.0,0.0,41.45,41.45,0.94,1.87,7.54,122.0,0.0,3.5,,
1969-12-31 16:04:29,1547211600,0.0,0.0,41.0,41.0,0.93,0.87,6.59,193.0,0.0,9.997,,
1969-12-31 16:04:30,1547215200,0.0,0.0,41.47,41.47,0.87,1.74,7.32,202.0,0.0,9.997,,
1969-12-31 16:04:31,1547218800,0.0,0.0,42.01,39.78,0.84,3.84,6.95,267.0,0.0,9.997,,
1969-12-31 16:04:32,1547222400,0.0,0.0,42.1,40.42,0.82,3.3,6.97,200.0,0.0,0.25,,
1969-12-31 16:04:33,1547226000,0.0,0.0,45.16,44.12,0.84,3.08,8.01,124.0,0.0,0.25,,
1969-12-31 16:04:34,1547229600,0.0,0.0,51.63,51.63,0.5,2.67,11.37,118.0,0.0,0.25,,
1969-12-31 16:04:35,1547233200,0.0,0.0,55.29,55.29,0.54,4.18,11.01,109.0,0.0,0.5,,
1969-12-31 16:04:36,1547236800,0.0,0.0,58.11,58.11,0.48,4.79,10.36,123.0,0.0,0.5,,
1969-12-31 16:04:37,1547240400,0.0,0.0,61.1,61.1,0.43,4.89,12.13,125.0,0.0,0.5,,
1969-12-31 16:04:38,1547244000,0.0,0.0,61.08,61.08,0.44,4.49,13.94,155.0,0.0,9.997,,
1969-12-31 16:04:39,1547247600,0.0,0.0,59.46,59.46,0.51,6.39,15.36,182.0,0.0,9.997,,
1969-12-31 16:04:40,1547251200,0.0,0.0,57.71,57.71,0.57,5.81,14.61,243.0,0.0,9.997,,
1969-12-31 16:04:41,1547254800,0.0,0.0,54.86,54.86,0.63,5.5,10.78,147.0,0.0,9.997,,
1969-12-31 16:04:42,1547258400,0.0,0.0,52.97,52.97,0.62,3.04,12.03,155.0,0.0,9.997,,
1969-12-31 16:04:43,1547262000,0.0,0.0,50.6,50.6,0.64,3.32,11.95,170.0,0.0,9.997,,
1969-12-31 16:04:44,1547265600,0.0,0.0,50.05,50.05,0.72,2.76,11.18,126.0,0.0,9.997,,
1969-12-31 16:04:45,1547269200,0.0,0.0,49.3,48.3,0.74,3.7,12.22,185.0,0.0,9.997,,
1969-12-31 16:04:46,1547272800,0.0005,0.05,50.04,50.04,0.59,5.66,11.85,199.0,0.0,9.997,,
1969-12-31 16:04:47,1547276400,0.0051,0.06,49.57,47.58,0.74,5.21,13.76,216.0,0.0,9.997,,
1969-12-31 16:04:48,1547280000,0.0112,0.24,46.64,41.18,0.82,12.06,23.95,216.0,0.0,9.997,,
1969-12-31 16:04:49,1547283600,0.0256,0.95,46.15,42.6,0.84,6.89,18.4,174.0,0.0,9.997,,
1969-12-31 16:04:50,1547287200,0.012,0.95,45.5,41.46,0.9,7.62,15.24,149.0,0.0,9.997,,
1969-12-31 16:04:51,1547290800,0.0096,0.95,45.59,41.15,0.87,8.56,14.47,150.0,0.0,1.249,,
1969-12-31 16:04:52,1547294400,0.0336,0.95,44.73,41.6,0.92,5.65,11.6,147.0,0.0,1.498,,
1969-12-31 16:04:53,1547298000,0.026,0.95,44.44,40.14,0.92,7.71,13.36,150.0,0.0,9.997,,
1969-12-31 16:04:54,1547301600,0.0165,0.95,43.85,39.96,0.93,6.67,13.06,156.0,0.0,9.997,,
1969-12-31 16:04:55,1547305200,0.0,0.0,43.81,40.28,0.92,6.03,11.41,158.0,0.0,1.498,,
1969-12-31 16:04:56,1547308800,0.0089,0.89,44.11,41.34,0.91,4.94,11.04,149.0,0.0,0.998,,
1969-12-31 16:04:57,1547312400,0.0006,0.06,47.4,45.36,0.81,4.71,9.24,166.0,0.0,0.998,,
1969-12-31 16:04:58,1547316000,0.0,0.0,49.11,46.46,0.76,6.28,11.32,146.0,0.0,0.998,,
1969-12-31 16:04:59,1547319600,0.0,0.0,52.34,52.34,0.66,3.11,8.59,177.0,0.0,0.752,,
1969-12-31 16:05:00,1547323200,0.0,0.0,54.4,54.4,0.62,2.66,8.87,205.0,0.0,0.25,,
1969-12-31 16:05:01,1547326800,0.0,0.0,55.15,55.15,0.6,4.28,9.55,164.0,0.0,0.25,,
1969-12-31 16:05:02,1547330400,0.0,0.0,56.07,56.07,0.59,3.17,9.49,133.0,0.0,0.25,,
1969-12-31 16:05:03,1547334000,0.0031,0.15,54.63,54.63,0.61,5.19,10.65,96.0,0.0,0.25,,
1969-12-31 16:05:04,1547337600,0.0077,0.15,52.95,52.95,0.65,6.16,12.32,106.0,0.0,0.25,,
1969-12-31 16:05:05,1547341200,0.0,0.0,51.21,51.21,0.77,3.1,8.38,163.0,0.0,0.25,,
1969-12-31 16:05:06,1547344800,0.0,0.0,46.55,44.26,0.86,4.86,6.72,218.0,0.0,0.25,,
1969-12-31 16:05:07,1547348400,0.0,0.0,45.14,43.5,0.88,3.71,6.65,233.0,0.0,0.25,,
1969-12-31 16:05:08,1547352000,0.0,0.0,42.79,38.75,0.9,6.55,6.55,245.0,0.0,0.25,,
1969-12-31 16:05:09,1547355600,0.0,0.0,41.82,38.89,0.92,4.64,6.33,248.0,0.0,0.25,,
1969-12-31 16:05:10,1547359200,0.0,0.0,45.46,41.73,0.78,6.98,6.98,235.0,0.0,0.25,,
1969-12-31 16:05:11,1547362800,0.0,0.0,39.58,36.23,0.96,4.68,5.47,116.0,0.0,0.25,,
1969-12-31 16:05:12,1547366400,0.0,0.0,39.1,39.1,0.95,2.72,7.15,209.0,0.0,0.25,,
1969-12-31 16:05:13,1547370000,0.0,0.0,40.14,36.8,0.96,4.8,8.03,97.0,0.0,0.25,,
1969-12-31 16:05:14,1547373600,0.0,0.0,38.11,38.11,0.95,2.7,6.25,197.0,0.0,0.25,,
1969-12-31 16:05:15,1547377200,0.0,0.0,37.88,37.88,0.91,2.33,6.31,191.0,0.0,0.25,,
1969-12-31 16:05:16,1547380800,0.0,0.0,36.79,32.57,0.92,5.16,6.14,94.0,0.0,0.25,,
1969-12-31 16:05:17,1547384400,0.0,0.0,36.32,31.12,0.9,6.37,6.74,102.0,0.0,0.25,,
1969-12-31 16:05:18,1547388000,0.0,0.0,43.57,39.89,0.65,6.19,6.19,121.0,0.0,0.25,,
1969-12-31 16:05:19,1547391600,0.0,0.0,35.26,32.8,0.88,3.16,5.99,137.0,0.0,0.25,,
1969-12-31 16:05:20,1547395200,0.0,0.0,36.9,33.82,0.88,3.91,6.55,144.0,0.0,0.25,,
1969-12-31 16:05:21,1547398800,0.0,0.0,41.46,37.07,0.84,6.69,7.45,157.0,0.0,0.25,,
1969-12-31 16:05:22,1547402400,0.0,0.0,45.23,43.69,0.82,3.62,6.07,138.0,0.0,0.25,,
1969-12-31 16:05:23,1547406000,0.0,0.0,49.67,48.56,0.71,3.9,7.29,123.0,0.0,0.25,,
1969-12-31 16:05:24,1547409600,0.0,0.0,52.56,52.56,0.62,4.35,8.34,141.0,0.0,0.25,,
1969-12-31 16:05:25,1547413200,0.0,0.0,52.64,52.64,0.54,6.32,12.79,169.0,0.0,0.25,,
1969-12-31 16:05:26,1547416800,0.0,0.0,54.61,54.61,0.57,5.39,11.08,215.0,0.0,0.25,,
1969-12-31 16:05:27,1547420400,0.0,0.0,53.2,53.2,0.58,4.93,10.12,171.0,0.0,0.25,,
1969-12-31 16:05:28,1547424000,0.0,0.0,52.65,52.65,0.58,4.26,8.38,178.0,0.0,0.25,,
1969-12-31 16:05:29,1547427600,0.0,0.0,50.85,50.85,0.64,6.26,8.73,193.0,0.0,9.997,,
1969-12-31 16:05:30,1547431200,0.0,0.0,48.85,47.16,0.7,4.55,10.56,110.0,0.0,9.997,,
1969-12-31 16:05:31,1547434800,0.0,0.0,47.44,44.93,0.72,5.44,12.39,141.0,0.0,9.997,,
1969-12-31 16:05:32,1547438400,0.0,0.0,46.95,44.82,0.72,4.71,10.64,148.0,0.0,9.997,,
1969-12-31 16:05:33,1547442000,0.0,0.0,48.1,44.1,0.67,8.86,8.86,117.0,0.0,9.997,,
1969-12-31 16:05:34,1547445600,0.0,0.0,47.77,45.78,0.66,4.72,9.51,120.0,0.0,9.997,,
1969-12-31 16:05:35,1547449200,0.0,0.0,45.95,43.18,0.72,5.44,9.81,95.0,0.0,9.997,,
1969-12-31 16:05:36,1547452800,0.0,0.0,44.75,42.75,0.75,4.07,7.94,115.0,0.0,9.997,,
1969-12-31 16:05:37,1547456400,0.0,0.0,43.25,40.2,0.78,5.12,8.34,127.0,0.0,9.997,,
1969-12-31 16:05:38,1547460000,0.0,0.0,44.3,38.9,0.77,10.21,10.21,129.0,0.0,9.997,,
1969-12-31 16:05:39,1547463600,0.0,0.0,45.1,41.97,0.75,5.77,11.38,116.0,0.0,9.997,,
1969-12-31 16:05:40,1547467200,0.0,0.0,44.88,42.3,0.75,4.85,9.21,114.0,0.0,9.997,,
1969-12-31 16:05:41,1547470800,0.0,0.0,49.42,44.65,0.59,12.15,22.67,109.0,0.0,5.0,,
1969-12-31 16:05:42,1547474400,0.0,0.0,49.97,45.87,0.57,10.39,23.43,116.0,0.0,9.997,,
1969-12-31 16:05:43,1547478000,0.0,0.0,49.51,43.77,0.59,16.07,25.35,113.0,0.0,9.997,,
1969-12-31 16:05:44,1547481600,0.0,0.0,48.87,43.46,0.61,13.94,27.28,117.0,0.0,9.997,,
1969-12-31 16:05:45,1547485200,0.0013,0.06,49.01,46.43,0.64,6.1,21.63,121.0,0.0,9.997,,
1969-12-31 16:05:46,1547488800,0.0,0.0,50.77,50.77,0.63,7.13,17.48,160.0,0.0,9.997,,
1969-12-31 16:05:47,1547492400,0.0,0.0,50.53,50.53,0.64,10.99,21.25,130.0,0.0,9.997,,
1969-12-31 16:05:48,1547496000,0.0308,0.95,47.0,41.79,0.79,11.56,22.02,128.0,0.0,3.998,,
1969-12-31 16:05:49,1547499600,0.065,0.95,46.58,42.42,0.89,8.41,20.55,126.0,0.0,2.0,,
1969-12-31 16:05:50,1547503200,0.0247,0.89,46.8,44.82,0.9,4.47,12.21,122.0,0.0,2.0,,
1969-12-31 16:05:51,1547506800,0.0013,0.06,48.71,47.3,0.82,4.12,10.51,118.0,0.0,0.752,,
1969-12-31 16:05:52,1547510400,0.0006,0.06,48.92,46.7,0.8,5.41,12.32,121.0,0.0,0.752,,
1969-12-31 16:05:53,1547514000,0.0032,0.06,48.8,45.96,0.81,6.54,9.52,138.0,0.0,2.0,,
1969-12-31 16:05:54,1547517600,0.0019,0.06,47.06,44.72,0.83,5.07,12.24,149.0,0.0,2.0,,
1969-12-31 16:05:55,1547521200,0.0089,0.89,45.03,42.29,0.86,5.14,9.17,184.0,0.0,5.0,,
1969-12-31 16:05:56,1547524800,0.0,0.0,42.6,39.57,0.92,4.94,8.46,207.0,0.0,3.5,,
1969-12-31 16:05:57,1547528400,0.0,0.0,44.74,43.12,0.84,3.62,11.9,163.0,0.0,2.0,,
1969-12-31 16:05:58,1547532000,0.0,0.0,42.74,40.19,0.9,4.35,9.92,167.0,0.0,9.997,,
1969-12-31 16:05:59,1547535600,0.0025,0.24,44.79,43.64,0.88,3.14,12.39,142.0,0.0,9.997,,
1969-12-31 16:06:00,1547539200,0.0,0.0,45.08,45.08,0.84,2.72,14.1,135.0,0.0,2.5,,
1969-12-31 16:06:01,1547542800,0.0,0.0,45.3,45.3,0.81,2.5,11.71,132.0,0.0,2.5,,
1969-12-31 16:06:02,1547546400,0.0,0.0,45.94,44.83,0.79,3.26,12.42,143.0,0.0,2.5,,
1969-12-31 16:06:03,1547550000,0.0,0.0,42.93,42.93,0.86,2.4,11.57,114.0,0.0,9.997,,
1969-12-31 16:06:04,1547553600,0.0,0.0,43.5,43.5,0.85,2.72,10.84,145.0,0.0,9.997,,
1969-12-31 16:06:05,1547557200,0.0,0.0,46.23,45.25,0.76,3.16,13.13,137.0,0.0,2.5,,
1969-12-31 16:06:06,1547560800,0.0,0.0,47.08,46.11,0.76,3.28,17.71,152.0,0.0,9.997,,
1969-12-31 16:06:07,1547564400,0.0,0.0,47.53,45.44,0.74,4.8,16.13,143.0,0.0,9.997,,
1969-12-31 16:06:08,1547568000,0.0,0.0,46.86,45.78,0.78,3.36,13.99,137.0,0.0,9.997,,
1969-12-31 16:06:09,1547571600,0.0,0.0,49.6,48.51,0.7,3.87,15.03,135.0,0.0,5.0,,
1969-12-31 16:06:10,1547575200,0.0,0.0,51.34,51.34,0.67,9.95,17.84,141.0,0.0,5.0,,
1969-12-31 16:06:11,1547578800,0.0,0.0,53.08,53.08,0.63,8.1,25.73,143.0,0.0,1.498,,
1969-12-31 16:06:12,1547582400,0.0,0.0,53.01,53.01,0.65,11.08,32.45,144.0,0.0,0.752,,
1969-12-31 16:06:13,1547586000,0.0,0.0,52.68,52.68,0.66,11.12,33.2,165.0,0.0,5.0,,
1969-12-31 16:06:14,1547589600,0.0005,0.05,51.35,51.35,0.71,13.31,32.22,176.0,0.0,9.997,,
1969-12-31 16:06:15,1547593200,0.0284,0.95,49.34,44.68,0.82,11.67,29.25,166.0,0.0,5.0,,
1969-12-31 16:06:16,1547596800,0.0006,0.06,50.21,50.21,0.81,11.28,22.58,168.0,0.0,5.0,,
1969-12-31 16:06:17,1547600400,0.0,0.0,50.87,50.87,0.75,9.26,21.81,145.0,0.0,9.997,,
1969-12-31 16:06:18,1547604000,0.0,0.0,51.31,51.31,0.78,5.5,25.65,149.0,0.0,9.997,,
1969-12-31 16:06:19,1547607600,0.0,0.0,51.16,51.16,0.81,10.8,26.12,195.0,0.0,9.997,,
1969-12-31 16:06:20,1547611200,0.0,0.0,51.19,51.19,0.83,10.5,21.9,194.0,0.0,9.997,,
1969-12-31 16:06:21,1547614800,0.0,0.0,50.76,50.76,0.85,8.38,24.19,199.0,0.0,9.997,,
1969-12-31 16:06:22,1547618400,0.0,0.0,50.4,50.4,0.86,6.98,20.46,191.0,0.0,9.997,,
1969-12-31 16:06:23,1547622000,0.0,0.0,50.22,50.22,0.88,5.46,19.44,184.0,0.0,5.0,,
1969-12-31 16:06:24,1547625600,0.0,0.0,50.2,50.2,0.86,5.74,16.4,176.0,0.0,5.0,,
1969-12-31 16:06:25,1547629200,0.0,0.0,50.56,50.56,0.83,6.23,15.54,157.0,0.0,9.997,,
1969-12-31 16:06:26,1547632800,0.0,0.0,50.55,50.55,0.85,5.61,13.96,150.0,0.0,9.997,,
1969-12-31 16:06:27,1547636400,0.0,0.0,50.81,50.81,0.83,4.23,14.2,161.0,0.0,9.997,,
1969-12-31 16:06:28,1547640000,0.0,0.0,49.79,47.61,0.84,5.63,12.67,148.0,0.0,9.997,,
1969-12-31 16:06:29,1547643600,0.0,0.0,47.56,46.42,0.86,3.54,9.6,149.0,0.0,5.0,,
1969-12-31 16:06:30,1547647200,0.0,0.0,45.64,45.64,0.87,2.3,9.99,132.0,0.0,9.997,,
1969-12-31 16:06:31,1547650800,0.0,0.0,47.95,47.95,0.71,2.47,8.78,114.0,0.0,9.997,,
1969-12-31 16:06:32,1547654400,0.0,0.0,48.26,48.26,0.67,1.37,5.71,176.0,0.0,5.0,,
1969-12-31 16:06:33,1547658000,0.0,0.0,49.1,49.1,0.79,1.99,8.6,152.0,0.0,5.0,,
1969-12-31 16:06:34,1547661600,0.0,0.0,55.49,55.49,0.56,3.22,16.3,143.0,0.0,0.5,,
1969-12-31 16:06:35,1547665200,0.0,0.0,58.87,58.87,0.48,5.5,17.97,141.0,0.0,0.998,,
1969-12-31 16:06:36,1547668800,0.0,0.0,59.12,59.12,0.55,5.26,19.02,144.0,0.0,0.998,,
1969-12-31 16:06:37,1547672400,0.0,0.0,59.34,59.34,0.6,10.09,22.28,201.0,0.0,0.998,,
1969-12-31 16:06:38,1547676000,0.0,0.0,58.53,58.53,0.72,7.12,22.01,191.0,0.0,0.998,,
1969-12-31 16:06:39,1547679600,0.0018,0.18,57.9,57.9,0.71,12.25,19.07,194.0,0.0,9.997,,
1969-12-31 16:06:40,1547683200,0.0,0.0,58.23,58.23,0.68,9.18,19.16,185.0,0.0,9.997,,
1969-12-31 16:06:41,1547686800,0.0,0.0,57.38,57.38,0.7,8.36,23.69,182.0,0.0,9.997,,
1969-12-31 16:06:42,1547690400,0.0,0.0,56.4,56.4,0.77,8.4,24.17,174.0,0.0,9.997,,
1969-12-31 16:06:43,1547694000,0.0,0.0,55.8,55.8,0.79,9.97,25.19,181.0,0.0,9.997,,
1969-12-31 16:06:44,1547697600,0.0,0.0,55.9,55.9,0.78,8.69,30.42,195.0,0.0,9.997,,
1969-12-31 16:06:45,1547701200,0.0,0.0,55.87,55.87,0.79,11.51,28.29,188.0,0.0,2.5,,
1969-12-31 16:06:46,1547704800,0.0006,0.06,55.88,55.88,0.82,10.49,29.49,188.0,0.0,5.0,,
1969-12-31 16:06:47,1547708400,0.0704,0.95,55.25,55.25,0.89,11.96,27.7,187.0,0.0,5.0,,
1969-12-31 16:06:48,1547712000,0.0469,0.95,55.94,55.94,0.88,15.27,35.54,191.0,0.0,9.997,,
1969-12-31 16:06:49,1547715600,0.0232,0.95,56.0,56.0,0.9,13.38,38.21,189.0,0.0,9.997,,
1969-12-31 16:06:50,1547719200,0.4143,0.95,55.91,55.91,0.94,14.74,38.39,184.0,0.0,1.75,,
1969-12-31 16:06:51,1547722800,0.392,1.0,56.39,56.39,0.94,17.33,31.56,203.0,0.0,3.5,,
1969-12-31 16:06:52,1547726400,0.1329,1.0,55.26,55.26,0.97,12.88,35.07,222.0,0.0,3.5,,
1969-12-31 16:06:53,1547730000,0.0639,1.0,53.88,53.88,0.97,10.26,27.0,224.0,0.0,9.997,,
1969-12-31 16:06:54,1547733600,0.112,1.0,51.84,51.84,0.91,10.45,23.17,255.0,0.0,9.997,,
1969-12-31 16:06:55,1547737200,0.0271,0.23,50.67,50.67,0.93,9.55,17.25,281.0,0.0,9.997,,
1969-12-31 16:06:56,1547740800,0.0005,0.05,49.85,45.17,0.95,12.22,12.54,244.0,0.0,9.997,,
1969-12-31 16:06:57,1547744400,0.0,0.0,51.24,51.24,0.88,10.83,13.15,225.0,0.0,9.997,,
1969-12-31 16:06:58,1547748000,0.0003,0.05,52.15,52.15,0.88,6.54,12.42,216.0,0.0,9.997,,
1969-12-31 16:06:59,1547751600,0.0003,0.05,53.52,53.52,0.84,4.89,10.33,214.0,0.0,9.997,,
1969-12-31 16:07:00,1547755200,0.0,0.0,52.92,52.92,0.84,4.86,12.44,236.0,0.0,9.997,,
1969-12-31 16:07:01,1547758800,0.0,0.0,52.58,52.58,0.86,8.44,11.72,227.0,0.0,9.997,,
1969-12-31 16:07:02,1547762400,0.0037,0.24,52.57,52.57,0.85,6.87,11.34,222.0,0.0,9.997,,
1969-12-31 16:07:03,1547766000,0.0006,0.06,52.64,52.64,0.87,4.44,10.06,199.0,0.0,9.997,,
1969-12-31 16:07:04,1547769600,0.0,0.0,52.65,52.65,0.87,3.92,10.2,217.0,0.0,9.997,,
1969-12-31 16:07:05,1547773200,0.0326,0.95,51.26,51.26,0.96,3.52,8.47,246.0,0.0,9.997,,
1969-12-31 16:07:06,1547776800,0.0115,0.24,50.48,50.48,0.98,1.58,7.28,202.0,0.0,9.997,,
1969-12-31 16:07:07,1547780400,0.0018,0.18,50.38,50.38,0.96,2.66,7.71,169.0,0.0,9.997,,
1969-12-31 16:07:08,1547784000,0.0,0.0,49.21,48.23,0.99,3.65,6.77,139.0,0.0,9.997,,
1969-12-31 16:07:09,1547787600,0.0,0.0,48.52,48.52,1.0,1.75,4.87,120.0,0.0,9.997,,
1969-12-31 16:07:10,1547791200,0.0,0.0,47.48,47.48,0.99,0.68,4.86,185.0,0.0,9.997,,
1969-12-31 16:07:11,1547794800,0.0,0.0,46.76,46.76,0.99,1.45,3.94,128.0,0.0,9.997,,
1969-12-31 16:07:12,1547798400,0.0,0.0,46.53,46.53,0.99,2.65,4.88,75.0,0.0,9.997,,
1969-12-31 16:07:13,1547802000,0.0,0.0,45.21,45.21,0.99,1.54,3.33,214.0,0.0,9.997,,
1969-12-31 16:07:14,1547805600,0.0,0.0,45.31,43.57,0.98,3.86,4.68,14.0,0.0,9.997,,
1969-12-31 16:07:15,1547809200,0.0,0.0,44.58,44.58,0.96,2.34,4.27,276.0,0.0,9.997,,
1969-12-31 16:07:16,1547812800,0.0,0.0,44.41,44.41,0.98,2.85,5.07,280.0,0.0,9.997,,
1969-12-31 16:07:17,1547816400,0.0,0.0,44.44,44.44,0.98,1.61,7.75,32.0,0.0,9.997,,
1969-12-31 16:07:18,1547820000,0.0025,0.24,44.46,44.46,0.98,2.53,9.62,103.0,0.0,9.997,,
1969-12-31 16:07:19,1547823600,0.0,0.0,44.84,44.84,0.99,2.53,7.7,109.0,0.0,9.997,,
1969-12-31 16:07:20,1547827200,0.0,0.0,44.55,44.55,0.99,2.22,10.24,90.0,0.0,9.997,,
1969-12-31 16:07:21,1547830800,0.0,0.0,45.96,45.96,0.99,1.69,8.36,105.0,0.0,9.997,,
1969-12-31 16:07:22,1547834400,0.0,0.0,50.1,50.1,0.99,2.22,8.37,98.0,0.0,9.997,,
1969-12-31 16:07:23,1547838000,0.0,0.0,51.57,51.57,0.85,2.61,12.71,80.0,0.0,9.997,,
1969-12-31 16:07:24,1547841600,0.0,0.0,53.5,53.5,0.79,7.11,15.77,59.0,0.0,9.997,,
1969-12-31 16:07:25,1547845200,0.0,0.0,55.34,55.34,0.75,8.79,16.15,63.0,0.0,9.997,,
1969-12-31 16:07:26,1547848800,0.0,0.0,55.78,55.78,0.73,5.63,14.73,77.0,0.0,9.997,,
1969-12-31 16:07:27,1547852400,0.0,0.0,55.87,55.87,0.74,5.85,15.94,71.0,0.0,9.997,,
1969-12-31 16:07:28,1547856000,0.0,0.0,55.14,55.14,0.72,4.89,14.34,74.0,0.0,9.997,,
1969-12-31 16:07:29,1547859600,0.0,0.0,53.57,53.57,0.76,6.01,13.84,73.0,0.0,9.997,,
1969-12-31 16:07:30,1547863200,0.0,0.0,50.62,50.62,0.84,4.74,11.56,78.0,0.0,9.997,,
1969-12-31 16:07:31,1547866800,0.0,0.0,47.49,45.24,0.89,5.03,8.68,76.0,0.0,9.997,,
1969-12-31 16:07:32,1547870400,0.0,0.0,44.95,44.95,0.91,2.18,8.38,120.0,0.0,9.997,,
1969-12-31 16:07:33,1547874000,0.0,0.0,43.99,43.99,0.9,1.47,8.15,59.0,0.0,9.997,,
1969-12-31 16:07:34,1547877600,0.0,0.0,42.89,42.89,0.89,1.42,7.85,102.0,0.0,9.997,,
1969-12-31 16:07:35,1547881200,0.0,0.0,48.12,48.12,0.7,1.79,6.62,39.0,0.0,9.997,,
1969-12-31 16:07:36,1547884800,0.0,0.0,47.79,47.79,0.69,2.41,7.47,341.0,0.0,9.997,,
1969-12-31 16:07:37,1547888400,0.0,0.0,41.32,41.32,0.85,1.46,7.27,108.0,0.0,9.997,,
1969-12-31 16:07:38,1547892000,0.0,0.0,46.23,46.23,0.7,1.22,6.18,98.0,0.0,9.997,,
1969-12-31 16:07:39,1547895600,0.0,0.0,47.32,47.32,0.62,1.75,7.9,165.0,0.0,9.997,,
1969-12-31 16:07:40,1547899200,0.0,0.0,45.15,43.05,0.72,4.27,9.32,321.0,0.0,9.997,,
1969-12-31 16:07:41,1547902800,0.0,0.0,45.4,45.4,0.7,2.54,8.65,304.0,0.0,9.997,,
