,time,precipIntensity,precipProbability,temperature,apparentTemperature,humidity,windSpeed,windGust,windBearing,uvIndex,visibility,pressure,cloudCover
1969-12-31 16:28:09,1552366800,0.0014,0.01,44.57,41.93,0.8,4.86,9.88,5.0,0.0,10.0,1014.7,0.16
1969-12-31 16:28:10,1552370400,0.0,0.0,43.8,41.26,0.79,4.55,5.37,6.0,0.0,10.0,1014.2,0.12
1969-12-31 16:28:11,1552374000,0.0,0.0,42.84,40.46,0.83,4.16,4.62,6.0,0.0,10.0,1013.9,0.11
1969-12-31 16:28:12,1552377600,0.0,0.0,42.11,40.47,0.83,3.26,3.75,320.0,0.0,10.0,1013.6,0.11
1969-12-31 16:28:13,1552381200,0.0,0.0,41.11,41.11,0.85,2.96,3.82,314.0,0.0,10.0,1013.5,0.12
1969-12-31 16:28:14,1552384800,0.0,0.0,40.39,38.71,0.86,3.08,4.36,291.0,0.0,10.0,1013.1,0.16
1969-12-31 16:28:15,1552388400,0.0,0.0,40.31,38.51,0.85,3.18,4.64,291.0,0.0,10.0,1012.7,0.21
1969-12-31 16:28:16,1552392000,0.002,0.01,39.67,37.12,0.84,3.81,4.65,262.0,0.0,10.0,1012.8,0.0
1969-12-31 16:28:17,1552395600,0.0,0.0,39.06,36.88,0.85,3.36,4.3,250.0,0.0,10.0,1012.1,0.0
1969-12-31 16:28:18,1552399200,0.002,0.02,38.24,36.1,0.86,3.23,4.31,271.0,0.0,10.0,1013.2,0.0
1969-12-31 16:28:19,1552402800,0.0,0.0,39.28,37.06,0.86,3.44,4.88,228.0,0.0,10.0,1012.8,0.0
1969-12-31 16:28:20,1552406400,0.0002,0.01,44.16,42.5,0.79,3.57,5.64,198.0,1.0,10.0,1013.0,0.0
1969-12-31 16:28:21,1552410000,0.0003,0.02,49.4,47.16,0.7,5.61,8.94,304.0,3.0,10.0,1012.8,0.0
1969-12-31 16:28:22,1552413600,0.0,0.0,53.95,53.95,0.63,5.47,12.96,291.0,5.0,10.0,1012.3,0.0
1969-12-31 16:28:23,1552417200,0.0012,0.03,56.21,56.21,0.6,7.64,14.47,295.0,7.0,10.0,1012.3,0.0
1969-12-31 16:28:24,1552420800,0.0011,0.04,57.65,57.65,0.58,9.77,15.85,307.0,7.0,10.0,1012.0,0.0
1969-12-31 16:28:25,1552424400,0.001,0.04,59.62,59.62,0.56,11.8,18.05,306.0,7.0,10.0,1011.2,0.0
1969-12-31 16:28:26,1552428000,0.0,0.0,60.47,60.47,0.55,13.09,18.7,304.0,5.0,10.0,1010.5,0.03
1969-12-31 16:28:27,1552431600,0.0,0.0,60.09,60.09,0.58,14.6,21.3,305.0,3.0,10.0,1010.3,0.09
1969-12-31 16:28:28,1552435200,0.0,0.0,58.24,58.24,0.64,15.05,19.76,301.0,2.0,10.0,1009.8,0.23
1969-12-31 16:28:29,1552438800,0.0,0.0,56.05,56.05,0.7,15.35,22.12,298.0,0.0,10.0,1010.3,0.23
1969-12-31 16:28:30,1552442400,0.0018,0.04,51.92,51.92,0.76,15.83,24.09,298.0,0.0,10.0,1011.3,0.2
1969-12-31 16:28:31,1552446000,0.0,0.0,48.06,42.36,0.81,14.24,25.84,301.0,0.0,10.0,1011.7,0.19
1969-12-31 16:28:32,1552449600,0.0,0.0,44.79,38.92,0.83,11.82,23.13,300.0,0.0,10.0,1012.7,0.16
1969-12-31 16:28:33,1552453200,0.0003,0.03,42.68,36.51,0.86,11.17,20.03,301.0,0.0,10.0,1013.7,0.14
1969-12-31 16:28:34,1552456800,0.0,0.0,41.45,35.43,0.86,10.04,15.87,298.0,0.0,10.0,1014.6,0.14
1969-12-31 16:28:35,1552460400,0.0,0.0,40.58,35.03,0.89,8.52,14.39,296.0,0.0,10.0,1015.3,0.12
1969-12-31 16:28:36,1552464000,0.0006,0.04,40.06,34.84,0.89,7.65,13.95,313.0,0.0,10.0,1016.5,0.09
1969-12-31 16:28:37,1552467600,0.0,0.0,39.29,34.53,0.9,6.59,14.24,307.0,0.0,10.0,1016.5,0.07
1969-12-31 16:28:38,1552471200,0.0,0.0,38.52,33.82,0.92,6.26,13.29,309.0,0.0,10.0,1017.0,0.13
1969-12-31 16:28:39,1552474800,0.0005,0.04,38.0,33.03,0.91,6.52,10.9,308.0,0.0,10.0,1017.7,0.18
1969-12-31 16:28:40,1552478400,0.0,0.0,37.92,33.82,0.91,5.26,7.12,306.0,0.0,10.0,1017.4,0.36
1969-12-31 16:28:41,1552482000,0.0017,0.03,37.92,34.27,0.89,4.71,6.94,314.0,0.0,10.0,1019.1,0.27
1969-12-31 16:28:42,1552485600,0.0012,0.03,36.94,33.65,0.89,4.14,7.39,343.0,0.0,10.0,1019.9,0.21
1969-12-31 16:28:43,1552489200,0.001,0.03,37.5,34.27,0.87,4.17,9.46,345.0,0.0,10.0,1020.3,0.14
1969-12-31 16:28:44,1552492800,0.0,0.0,41.18,37.32,0.79,5.75,15.72,10.0,1.0,10.0,1020.2,0.12
1969-12-31 16:28:45,1552496400,0.0014,0.02,44.76,40.1,0.66,8.62,18.07,17.0,3.0,10.0,1020.9,0.09
1969-12-31 16:28:46,1552500000,0.0022,0.03,48.08,43.64,0.6,10.05,18.08,20.0,5.0,10.0,1021.0,0.01
1969-12-31 16:28:47,1552503600,0.0,0.0,50.15,50.15,0.53,13.07,17.66,18.0,7.0,10.0,1020.7,0.0
1969-12-31 16:28:48,1552507200,0.0018,0.03,52.04,52.04,0.48,12.63,17.29,20.0,8.0,10.0,1021.1,0.0
1969-12-31 16:28:49,1552510800,0.0016,0.03,54.37,54.37,0.43,11.96,16.92,21.0,7.0,10.0,1020.6,0.0
1969-12-31 16:28:50,1552514400,0.0007,0.01,55.44,55.44,0.38,13.49,18.72,18.0,6.0,10.0,1020.0,0.0
1969-12-31 16:28:51,1552518000,0.0,0.0,56.16,56.16,0.36,13.38,18.69,17.0,3.0,10.0,1019.6,0.0
1969-12-31 16:28:52,1552521600,0.0,0.0,53.48,53.48,0.39,12.78,17.64,23.0,2.0,10.0,1019.6,0.0
1969-12-31 16:28:53,1552525200,0.0,0.0,52.07,52.07,0.4,12.03,17.01,27.0,0.0,10.0,1020.0,0.0
1969-12-31 16:28:54,1552528800,0.0019,0.01,48.5,43.82,0.45,11.06,15.87,33.0,0.0,10.0,1021.0,0.0
1969-12-31 16:28:55,1552532400,0.001,0.01,44.68,39.86,0.5,8.96,14.6,40.0,0.0,10.0,1021.7,0.0
1969-12-31 16:28:56,1552536000,0.0,0.0,43.19,38.72,0.55,7.49,13.88,50.0,0.0,10.0,1021.8,0.0
1969-12-31 16:28:57,1552539600,0.0021,0.01,42.3,38.22,0.59,6.45,13.57,56.0,0.0,10.0,1022.8,0.0
1969-12-31 16:28:58,1552543200,0.0,0.0,40.89,36.86,0.65,5.93,11.12,60.0,0.0,10.0,1022.5,0.0
1969-12-31 16:28:59,1552546800,0.0018,0.01,40.21,36.12,0.69,5.83,11.32,58.0,0.0,10.0,1023.6,0.0
1969-12-31 16:29:00,1552550400,0.0012,0.01,39.46,34.99,0.72,6.18,11.46,65.0,0.0,10.0,1023.9,0.0
1969-12-31 16:29:01,1552554000,0.0,0.0,38.42,33.76,0.76,6.16,11.68,68.0,0.0,10.0,1023.4,0.0
1969-12-31 16:29:02,1552557600,0.001,0.01,37.86,33.54,0.78,5.55,9.45,63.0,0.0,10.0,1024.0,0.0
1969-12-31 16:29:03,1552561200,0.0007,0.01,36.99,32.86,0.8,5.08,9.16,75.0,0.0,10.0,1023.8,0.0
1969-12-31 16:29:04,1552564800,0.0,0.0,36.6,33.24,0.82,4.15,6.41,81.0,0.0,10.0,1022.7,0.0
1969-12-31 16:29:05,1552568400,0.0,0.0,36.22,32.92,0.83,4.03,6.87,94.0,0.0,10.0,1022.9,0.0
1969-12-31 16:29:06,1552572000,0.0012,0.01,35.48,31.23,0.86,4.92,8.06,92.0,0.0,10.0,1024.3,0.0
1969-12-31 16:29:07,1552575600,0.0013,0.01,37.06,33.0,0.82,5.02,9.27,92.0,0.0,10.0,1024.5,0.0
1969-12-31 16:29:08,1552579200,0.0,0.0,42.19,38.19,0.71,6.29,12.86,100.0,1.0,10.0,1023.9,0.0
1969-12-31 16:29:09,1552582800,0.0016,0.01,47.77,44.3,0.57,7.42,14.67,99.0,3.0,10.0,1024.7,0.0
1969-12-31 16:29:10,1552586400,0.0019,0.01,51.6,51.6,0.52,8.09,14.25,97.0,5.0,10.0,1024.8,0.01
1969-12-31 16:29:11,1552590000,0.0016,0.01,54.44,54.44,0.45,8.49,13.51,98.0,6.0,10.0,1024.5,0.01
1969-12-31 16:29:12,1552593600,0.0003,0.01,57.03,57.03,0.39,7.95,12.12,94.0,7.0,10.0,1023.8,0.0
1969-12-31 16:29:13,1552597200,0.0,0.0,59.33,59.33,0.33,6.99,10.13,94.0,7.0,10.0,1023.2,0.0
1969-12-31 16:29:14,1552600800,0.0,0.0,60.87,60.87,0.32,6.02,7.4,98.0,5.0,10.0,1022.6,0.0
1969-12-31 16:29:15,1552604400,0.0004,0.01,61.99,61.99,0.32,4.62,6.77,91.0,3.0,10.0,1022.4,0.0
1969-12-31 16:29:16,1552608000,0.0003,0.01,59.95,59.95,0.35,5.55,7.75,63.0,1.0,10.0,1022.2,0.0
1969-12-31 16:29:17,1552611600,0.0,0.0,57.6,57.6,0.41,4.67,6.42,79.0,0.0,10.0,1022.4,0.01
1969-12-31 16:29:18,1552615200,0.0018,0.01,52.77,52.77,0.51,4.06,6.78,49.0,0.0,10.0,1023.2,0.03
1969-12-31 16:29:19,1552618800,0.0,0.0,48.42,46.92,0.59,4.16,5.11,64.0,0.0,10.0,1023.3,0.04
1969-12-31 16:29:20,1552622400,0.0,0.0,46.22,44.99,0.65,3.43,6.37,77.0,0.0,10.0,1023.8,0.06
1969-12-31 16:29:21,1552626000,0.0003,0.01,45.17,43.79,0.66,3.43,7.66,71.0,0.0,10.0,1024.5,0.07
1969-12-31 16:29:22,1552629600,0.0009,0.01,43.83,42.0,0.69,3.71,5.85,104.0,0.0,10.0,1025.1,0.08
1969-12-31 16:29:23,1552633200,0.0,0.0,42.91,40.84,0.74,3.81,6.3,102.0,0.0,10.0,1024.5,0.15
1969-12-31 16:29:24,1552636800,0.0,0.0,42.61,40.58,0.75,3.72,6.87,97.0,0.0,10.0,1024.3,0.23
1969-12-31 16:29:25,1552640400,0.0,0.0,41.08,38.52,0.79,4.05,7.14,92.0,0.0,10.0,1024.1,0.28
1969-12-31 16:29:26,1552644000,0.0021,0.01,40.37,37.68,0.82,4.07,7.07,101.0,0.0,10.0,1024.9,0.28
1969-12-31 16:29:27,1552647600,0.0,0.0,40.06,37.07,0.81,4.36,7.5,106.0,0.0,10.0,1024.0,0.25
1969-12-31 16:29:28,1552651200,0.0,0.0,39.53,36.52,0.84,4.28,6.79,107.0,0.0,10.0,1023.6,0.2
1969-12-31 16:29:29,1552654800,0.0008,0.01,39.39,36.05,0.82,4.63,7.84,106.0,0.0,10.0,1024.2,0.2
1969-12-31 16:29:30,1552658400,0.002,0.01,38.68,35.23,0.84,4.62,8.39,116.0,0.0,10.0,1024.6,0.2
1969-12-31 16:29:31,1552662000,0.002,0.01,40.08,36.83,0.81,4.66,8.85,112.0,0.0,10.0,1024.5,0.19
1969-12-31 16:29:32,1552665600,0.002,0.01,44.76,42.02,0.72,5.06,10.03,102.0,1.0,10.0,1024.5,0.18
1969-12-31 16:29:33,1552669200,0.0,0.0,50.49,50.49,0.58,6.23,13.85,95.0,2.0,10.0,1023.7,0.16
1969-12-31 16:29:34,1552672800,0.0,0.0,55.17,55.17,0.53,7.78,18.67,90.0,4.0,10.0,1023.5,0.13
1969-12-31 16:29:35,1552676400,0.0,0.0,58.19,58.19,0.43,9.16,19.18,92.0,5.0,10.0,1022.9,0.09
1969-12-31 16:29:36,1552680000,0.0,0.0,60.79,60.79,0.34,9.84,18.04,87.0,6.0,10.0,1021.8,0.05
1969-12-31 16:29:37,1552683600,0.0,0.0,62.97,62.97,0.28,10.83,16.15,78.0,6.0,10.0,1020.7,0.01
1969-12-31 16:29:38,1552687200,0.0,0.0,65.12,65.12,0.26,11.34,14.91,66.0,5.0,10.0,1020.1,0.01
1969-12-31 16:29:39,1552690800,0.0009,0.01,64.66,64.66,0.27,11.04,14.71,61.0,3.0,10.0,1020.1,0.01
1969-12-31 16:29:40,1552694400,0.0,0.0,61.91,61.91,0.3,11.41,15.25,55.0,1.0,10.0,1019.5,0.01
1969-12-31 16:29:41,1552698000,0.0,0.0,59.55,59.55,0.33,10.02,13.44,54.0,0.0,10.0,1019.5,0.01
1969-12-31 16:29:42,1552701600,0.002,0.01,55.31,55.31,0.39,8.23,12.13,55.0,0.0,10.0,1020.0,0.01
1969-12-31 16:29:43,1552705200,0.0017,0.01,51.11,51.11,0.47,6.61,10.32,54.0,0.0,10.0,1020.3,0.0
1969-12-31 16:29:44,1552708800,0.0,0.0,49.02,46.7,0.53,5.64,10.59,63.0,0.0,10.0,1020.4,0.0
1969-12-31 16:29:45,1552712400,0.0011,0.01,47.85,45.47,0.57,5.36,10.81,60.0,0.0,10.0,1021.2,0.0
1969-12-31 16:29:46,1552716000,0.0006,0.01,46.1,43.56,0.63,5.1,8.81,95.0,0.0,10.0,1021.5,0.0
1969-12-31 16:29:47,1552719600,0.0006,0.01,44.71,42.04,0.67,4.95,8.24,84.0,0.0,10.0,1021.6,0.0
1969-12-31 16:29:48,1552723200,0.0021,0.01,43.89,41.04,0.71,5.01,8.61,84.0,0.0,10.0,1021.7,0.0
1969-12-31 16:29:49,1552726800,0.0,0.0,42.14,39.21,0.76,4.71,9.16,100.0,0.0,10.0,1020.8,0.01
1969-12-31 16:29:50,1552730400,0.0005,0.01,41.54,38.09,0.78,5.26,8.14,103.0,0.0,10.0,1021.2,0.01
1969-12-31 16:29:51,1552734000,0.0004,0.01,40.99,37.97,0.77,4.58,7.79,101.0,0.0,10.0,1021.1,0.02
1969-12-31 16:29:52,1552737600,0.0018,0.01,41.68,38.28,0.74,5.22,8.14,116.0,0.0,10.0,1021.3,0.0
1969-12-31 16:29:53,1552741200,0.0015,0.01,40.88,37.68,0.76,4.78,8.26,110.0,0.0,10.0,1021.5,0.0
1969-12-31 16:29:54,1552744800,0.0,0.0,39.91,36.72,0.8,4.56,8.18,107.0,0.0,10.0,1021.0,0.0
1969-12-31 16:29:55,1552748400,0.0,0.0,41.1,37.63,0.8,5.18,9.01,107.0,0.0,10.0,1021.3,0.0
1969-12-31 16:29:56,1552752000,0.002,0.01,46.61,44.21,0.72,5.03,10.58,101.0,1.0,10.0,1022.1,0.0
1969-12-31 16:29:57,1552755600,0.0,0.0,53.0,53.0,0.58,6.24,12.34,94.0,3.0,10.0,1021.4,0.0
1969-12-31 16:29:58,1552759200,0.0003,0.01,58.32,58.32,0.51,7.02,12.98,92.0,5.0,10.0,1021.3,0.0
1969-12-31 16:29:59,1552762800,0.0,0.0,61.19,61.19,0.43,7.57,12.9,89.0,6.0,10.0,1020.7,0.0
1969-12-31 16:30:00,1552766400,0.0,0.0,63.22,63.22,0.35,7.92,12.28,85.0,7.0,10.0,1020.0,0.0
1969-12-31 16:30:01,1552770000,0.0012,0.01,66.13,66.13,0.31,8.24,11.28,65.0,6.0,10.0,1019.6,0.0
1969-12-31 16:30:02,1552773600,0.0007,0.01,67.93,67.93,0.3,6.64,9.62,64.0,5.0,10.0,1018.8,0.0
1969-12-31 16:30:03,1552777200,0.0017,0.01,68.89,68.89,0.28,6.48,9.35,52.0,3.0,10.0,1018.4,0.0
1969-12-31 16:30:04,1552780800,0.0008,0.01,66.81,66.81,0.31,6.48,9.48,39.0,2.0,10.0,1018.0,0.0
1969-12-31 16:30:05,1552784400,0.0,0.0,64.58,64.58,0.33,5.91,9.41,39.0,0.0,10.0,1017.8,0.0
1969-12-31 16:30:06,1552788000,0.0005,0.01,59.71,59.71,0.44,7.29,9.38,53.0,0.0,10.0,1018.3,0.0
1969-12-31 16:30:07,1552791600,0.0,0.0,54.85,54.85,0.54,5.51,8.42,54.0,0.0,10.0,1018.8,0.0
1969-12-31 16:30:08,1552795200,0.0,0.0,52.4,52.4,0.61,5.21,9.62,71.0,0.0,10.0,1019.2,0.0
1969-12-31 16:30:09,1552798800,0.0014,0.01,51.07,51.07,0.65,5.13,10.42,80.0,0.0,10.0,1019.9,0.0
1969-12-31 16:30:10,1552802400,0.0,0.0,48.96,47.35,0.69,4.45,7.82,107.0,0.0,10.0,1019.9,0.0
1969-12-31 16:30:11,1552806000,0.0004,0.01,47.92,45.94,0.72,4.75,7.95,110.0,0.0,10.0,1020.1,0.0
1969-12-31 16:30:12,1552809600,0.0007,0.01,47.27,45.32,0.73,4.55,8.14,104.0,0.0,10.0,1020.1,0.0
1969-12-31 16:30:13,1552813200,0.0,0.0,45.28,42.92,0.77,4.65,8.74,99.0,0.0,10.0,1019.2,0.0
1969-12-31 16:30:14,1552816800,0.0,0.0,44.39,41.65,0.8,4.96,8.95,104.0,0.0,10.0,1019.1,0.0
1969-12-31 16:30:15,1552820400,0.0012,0.01,43.83,40.97,0.8,5.0,9.35,104.0,0.0,10.0,1019.7,0.0
1969-12-31 16:30:16,1552824000,0.0,0.0,44.28,40.92,0.79,5.89,9.69,112.0,0.0,10.0,1018.8,0.0
1969-12-31 16:30:17,1552827600,0.0,0.0,43.69,40.13,0.79,6.05,9.86,108.0,0.0,10.0,1018.9,0.0
1969-12-31 16:30:18,1552831200,0.001,0.01,42.78,39.04,0.81,6.03,9.67,110.0,0.0,10.0,1019.8,0.0
1969-12-31 16:30:19,1552834800,0.0,0.0,44.23,41.33,0.79,5.17,9.24,107.0,0.0,10.0,1019.6,0.0
1969-12-31 16:30:20,1552838400,0.0003,0.01,49.95,48.03,0.72,5.21,10.25,100.0,1.0,10.0,1019.7,0.0
1969-12-31 16:30:21,1552842000,0.0,0.0,56.45,56.45,0.61,5.94,11.67,90.0,3.0,10.0,1019.8,0.0
1969-12-31 16:30:22,1552845600,0.0,0.0,61.78,61.78,0.54,6.45,12.04,82.0,5.0,10.0,1019.3,0.0
1969-12-31 16:30:23,1552849200,0.0015,0.01,65.16,65.16,0.46,6.86,11.3,79.0,7.0,10.0,1019.1,0.0
1969-12-31 16:30:24,1552852800,0.0005,0.01,67.6,67.6,0.4,6.22,9.67,70.0,8.0,10.0,1018.3,0.0
1969-12-31 16:30:25,1552856400,0.0,0.0,70.05,70.05,0.34,6.18,9.14,74.0,7.0,10.0,1017.3,0.0
1969-12-31 16:30:26,1552860000,0.0,0.0,71.33,71.33,0.33,5.54,7.84,63.0,6.0,10.0,1016.7,0.0
1969-12-31 16:30:27,1552863600,0.0019,0.01,71.41,71.41,0.34,6.2,7.88,43.0,4.0,10.0,1016.6,0.0
1969-12-31 16:30:28,1552867200,0.0013,0.01,69.59,69.59,0.37,6.39,8.59,24.0,2.0,10.0,1016.3,0.04
1969-12-31 16:30:29,1552870800,0.0,0.0,67.63,67.63,0.39,6.07,7.89,29.0,0.0,10.0,1016.6,0.08
1969-12-31 16:30:30,1552874400,0.0,0.0,63.52,63.52,0.47,5.99,7.34,43.0,0.0,10.0,1016.9,0.12
1969-12-31 16:30:31,1552878000,0.0019,0.01,59.2,59.2,0.54,4.81,6.57,68.0,0.0,10.0,1017.6,0.14
1969-12-31 16:30:32,1552881600,0.0,0.0,57.19,57.19,0.58,3.88,7.06,83.0,0.0,10.0,1017.4,0.18
1969-12-31 16:30:33,1552885200,0.0,0.0,56.13,56.13,0.58,3.86,7.64,106.0,0.0,10.0,1017.4,0.23
1969-12-31 16:30:34,1552888800,0.0,0.0,54.34,54.34,0.61,3.99,6.45,127.0,0.0,10.0,1017.3,0.14
1969-12-31 16:30:35,1552892400,0.0009,0.01,53.11,53.11,0.62,4.21,6.97,129.0,0.0,10.0,1017.6,0.18
1969-12-31 16:30:36,1552896000,0.0,0.0,52.58,52.58,0.62,4.64,8.29,114.0,0.0,10.0,1016.6,0.25
1969-12-31 16:30:37,1552899600,0.0,0.0,50.62,50.62,0.67,5.17,9.26,122.0,0.0,10.0,1016.6,0.3
1969-12-31 16:30:38,1552903200,0.0,0.0,49.39,47.52,0.73,4.97,9.06,118.0,0.0,10.0,1016.0,0.31
1969-12-31 16:30:39,1552906800,0.0015,0.01,49.1,47.07,0.73,5.16,9.07,119.0,0.0,10.0,1016.3,0.34
1969-12-31 16:30:40,1552910400,0.0,0.0,48.6,46.53,0.71,5.07,8.56,130.0,0.0,10.0,1015.2,0.27
1969-12-31 16:30:41,1552914000,0.0,0.0,47.92,45.84,0.71,4.89,8.26,127.0,0.0,10.0,1015.3,0.23
1969-12-31 16:30:42,1552917600,0.0,0.0,47.63,45.42,0.72,5.02,8.53,127.0,0.0,10.0,1015.8,0.17
1969-12-31 16:30:43,1552921200,0.0012,0.01,49.24,47.6,0.73,4.56,7.83,134.0,0.0,10.0,1016.5,0.12
1969-12-31 16:30:44,1552924800,0.0,0.0,54.9,54.9,0.64,4.26,7.4,133.0,1.0,10.0,1016.2,0.1
1969-12-31 16:30:45,1552928400,0.0006,0.01,61.58,61.58,0.55,4.32,6.59,133.0,3.0,10.0,1016.5,0.08
1969-12-31 16:30:46,1552932000,0.0,0.0,66.45,66.45,0.52,3.9,6.07,126.0,6.0,10.0,1016.5,0.06
1969-12-31 16:30:47,1552935600,0.002,0.02,69.55,69.55,0.46,4.09,7.07,147.0,8.0,10.0,1016.2,0.04
1969-12-31 16:30:48,1552939200,0.0,0.0,71.2,71.2,0.42,4.42,8.3,224.0,8.0,10.0,1015.8,0.02
1969-12-31 16:30:49,1552942800,0.0,0.0,71.33,71.33,0.41,4.42,10.02,262.0,8.0,10.0,1015.1,0.02
1969-12-31 16:30:50,1552946400,0.0014,0.01,71.42,71.42,0.4,5.49,10.5,285.0,6.0,10.0,1014.6,0.07
1969-12-31 16:30:51,1552950000,0.0,0.0,70.69,70.69,0.41,7.08,10.09,241.0,4.0,10.0,1014.6,0.13
1969-12-31 16:30:52,1552953600,0.0,0.0,69.09,69.09,0.44,7.83,9.22,279.0,2.0,10.0,1013.8,0.04
1969-12-31 16:30:53,1552957200,0.0,0.0,66.96,66.96,0.47,7.13,8.49,299.0,0.0,10.0,1014.1,0.14
1969-12-31 16:30:54,1552960800,0.0,0.0,63.04,63.04,0.54,6.55,9.05,227.0,0.0,10.0,1014.6,0.26
1969-12-31 16:30:55,1552964400,0.0017,0.03,59.38,59.38,0.59,5.65,7.6,247.0,0.0,10.0,1015.0,0.34
1969-12-31 16:30:56,1552968000,0.0018,0.02,56.98,56.98,0.62,4.88,6.91,254.0,0.0,10.0,1015.4,0.34
1969-12-31 16:30:57,1552971600,0.0017,0.01,55.79,55.79,0.61,4.44,6.34,228.0,0.0,10.0,1015.5,0.31
1969-12-31 16:30:58,1552975200,0.0015,0.01,54.66,54.66,0.59,5.03,5.8,205.0,0.0,10.0,1015.3,0.15
1969-12-31 16:30:59,1552978800,0.0,0.0,53.67,53.67,0.6,4.83,6.49,201.0,0.0,10.0,1014.7,0.17
1969-12-31 16:31:00,1552982400,0.0021,0.01,52.83,52.83,0.62,4.35,6.64,193.0,0.0,10.0,1014.9,0.36
1969-12-31 16:31:01,1552986000,0.0009,0.01,51.47,51.47,0.67,4.35,6.6,185.0,0.0,10.0,1014.7,0.22
1969-12-31 16:31:02,1552989600,0.002,0.01,50.5,50.5,0.68,4.16,6.48,180.0,0.0,10.0,1014.6,0.28
1969-12-31 16:31:03,1552993200,0.0018,0.01,49.88,48.37,0.68,4.53,6.75,176.0,0.0,10.0,1014.2,0.39
1969-12-31 16:31:04,1552996800,0.0,0.0,48.68,46.96,0.74,4.56,6.47,169.0,0.0,10.0,1013.4,0.34
1969-12-31 16:31:05,1553000400,0.0,0.0,48.2,46.03,0.76,5.11,7.33,174.0,0.0,10.0,1013.4,0.44
1969-12-31 16:31:06,1553004000,0.0,0.0,48.5,46.13,0.76,5.55,7.73,184.0,0.0,10.0,1013.6,0.54
1969-12-31 16:31:07,1553007600,0.0011,0.01,49.68,47.68,0.75,5.27,8.23,183.0,0.0,10.0,1014.2,0.6
1969-12-31 16:31:08,1553011200,0.0013,0.01,53.47,53.47,0.7,4.87,8.65,190.0,1.0,10.0,1014.2,0.58
1969-12-31 16:31:09,1553014800,0.0003,0.01,57.91,57.91,0.63,4.57,9.1,194.0,3.0,10.0,1013.7,0.53
1969-12-31 16:31:10,1553018400,0.0018,0.01,61.95,61.95,0.56,3.92,7.89,217.0,4.0,10.0,1013.9,0.49
1969-12-31 16:31:11,1553022000,0.0011,0.01,63.97,63.97,0.52,4.82,9.93,220.0,5.0,10.0,1013.4,0.52
1969-12-31 16:31:12,1553025600,0.0,0.0,65.51,65.51,0.49,6.21,10.73,221.0,5.0,10.0,1012.4,0.66
1969-12-31 16:31:13,1553029200,0.0,0.0,66.12,66.12,0.48,6.25,11.23,224.0,4.0,10.0,1011.9,0.85
1969-12-31 16:31:14,1553032800,0.0008,0.01,66.52,66.52,0.48,6.59,12.71,225.0,3.0,10.0,1011.6,0.9
1969-12-31 16:31:15,1553036400,0.0004,0.02,65.22,65.22,0.51,8.48,15.72,222.0,3.0,10.0,1011.1,0.68
1969-12-31 16:31:16,1553040000,0.0004,0.02,63.9,63.9,0.53,8.64,15.72,233.0,1.0,10.0,1010.7,0.66
1969-12-31 16:31:17,1553043600,0.002,0.02,61.67,61.67,0.56,10.8,20.87,230.0,0.0,10.0,1011.2,0.7
1969-12-31 16:31:18,1553047200,0.0006,0.01,57.57,57.57,0.62,13.05,25.33,222.0,0.0,10.0,1012.1,0.82
1969-12-31 16:31:19,1553050800,0.0015,0.02,53.36,53.36,0.74,16.19,29.25,231.0,0.0,10.0,1013.0,0.92
1969-12-31 16:31:20,1553054400,0.0149,0.12,49.72,43.89,0.81,16.71,31.56,214.0,0.0,10.0,1013.5,0.89
1969-12-31 16:31:21,1553058000,0.0055,0.11,48.62,43.39,0.85,13.04,25.52,210.0,0.0,10.0,1013.9,0.71
1969-12-31 16:31:22,1553061600,0.0032,0.07,47.43,42.76,0.89,10.26,22.63,199.0,0.0,10.0,1014.1,0.61
1969-12-31 16:31:23,1553065200,0.0016,0.05,46.89,42.84,0.9,8.34,17.79,194.0,0.0,10.0,1014.6,0.51
1969-12-31 16:31:24,1553068800,0.0009,0.05,46.63,43.06,0.89,7.13,17.74,191.0,0.0,10.0,1015.2,0.41
1969-12-31 16:31:25,1553072400,0.001,0.05,45.65,42.7,0.89,5.63,17.32,176.0,0.0,10.0,1015.5,0.35
1969-12-31 16:31:26,1553076000,0.001,0.07,45.43,41.69,0.91,6.99,18.51,181.0,0.0,10.0,1015.8,0.34
1969-12-31 16:31:27,1553079600,0.0034,0.14,45.54,41.37,0.94,7.93,19.34,186.0,0.0,10.0,1016.0,0.41
1969-12-31 16:31:28,1553083200,0.0044,0.18,45.63,40.89,0.98,9.29,19.6,195.0,0.0,8.715,1016.3,0.56
1969-12-31 16:31:29,1553086800,0.0037,0.21,45.75,41.18,0.99,8.96,18.81,199.0,0.0,8.726,1016.7,0.63
1969-12-31 16:31:30,1553090400,0.0042,0.23,46.28,42.35,1.0,7.74,17.34,202.0,0.0,8.961,1017.1,0.68
1969-12-31 16:31:31,1553094000,0.0786,0.31,46.99,44.05,1.0,6.05,15.91,209.0,0.0,9.128,1017.7,0.69
1969-12-31 16:31:32,1553097600,0.0062,0.26,47.97,45.17,1.0,6.14,13.76,220.0,1.0,10.0,1018.2,0.55
1969-12-31 16:31:33,1553101200,0.085,0.32,49.61,46.57,0.99,7.35,11.26,230.0,2.0,8.849,1018.5,0.62
1969-12-31 16:31:34,1553104800,0.0149,0.25,51.6,51.6,0.95,6.69,10.84,230.0,3.0,8.284,1018.8,0.68
